Acc. No.,Tree No.,Site name,Site abb.,Latitude,Longitude,Elevation (m),Days to germ
23,7,Bear River,BER,38.99662,-121.10839,402,82
260,13,Henry Coe area,COE,37.08237,-121.46968,273,89
254,16,Henry Coe area,COE,37.07253,-121.47559,254,82
415,9,Morgan Hill,MOH,37.12977,-121.70248,159,82
408,13,Morgan Hill,MOH,37.16542,-121.71516,85,82
36,9,Blue Oak Ranch (a.k.a. BORR),BLU,37.35367,-121.72585,511,82
42,12,Blue Oak Ranch (a.k.a. BORR),BLU,37.35104,-121.73129,517,89
427,15,Mt. Hamilton High,HAMh,37.33749,-121.65334,1033,96
155,7,Cottonwood,CTW,40.36018,-122.30750,132,75
153,7,Cottonwood,CTW,40.36277,-122.29977,133,75
612,6,Tehachapi,TAC,35.11866,-118.48600,1259,89
611,9,Tehachapi,TAC,35.11636,-118.48871,1277,82
87,4,Chico,CHI,39.71186,-121.78416,78,131
89,13,Chico,CHI,39.71202,-121.78502,83,110
315,1,Kaweah,KAW,36.33599,-119.17092,119,69
272,9,HOLLISTER HILLS,HH,36.77815,-121.40269,192,82
274,4,HOLLISTER HILLS,HH,36.77961,-121.40169,191,69
420,4,Mountain Ranch (a.k.a. 101),MTR,38.27146,-120.50459,710,75
422,8,Mountain Ranch (a.k.a. 101),MTR,38.26659,-120.50238,676,89
120,11,"Cordon Ridge, 1500 m",CR15,35.00182,-118.64979,1529,124
126,14,"Cordon Ridge, 1500 m",CR15,35.00158,-118.65216,1505,89
374,9,Merced River,MER,37.51664,-120.36272,90,110
368,7,Merced River,MER,37.52352,-120.32126,115,89
348,5,Malibu Creek State Park,MC,34.09787,-118.71385,169,89
345,11,Malibu Creek State Park,MC,34.09538,-118.71702,154,82
79,9,Chews Ridge,CHW,36.34445,-121.58033,1058,124
80,8,Chews Ridge,CHW,36.34367,-121.58124,1072,75
247,7,Healdsburg,HEA,38.61356,-122.82802,67,89
250,3,Healdsburg,HEA,38.61988,-122.82561,62,61
144,8,Cosumnes River Preserve,CRP,38.26244,-121.43118,7,89
264,2,Hidden Valley (Thousand Oaks),HV,34.14321,-118.90102,307,89
266,12,Hidden Valley (Thousand Oaks),HV,34.15258,-118.90409,311,96
590,15,Springville,SPR,36.09187,-118.81484,267,89
591,12,Springville,SPR,,,,96
470,8,Oneals=Oakhurst,OAK,37.27174,-119.66890,744,69
605,7,Sunol,SUN,37.59867,-121.87535,85,54
602,3,Sunol,SUN,37.60200,-121.87358,81,61
169,13,Cottonwood Drainage,CD16,34.97496,-118.59283,1636,124
171,2,Cottonwood Drainage,CD16,34.97466,-118.59244,1631,82
221,5,Fort Tejon State Park,FT,34.87413,-118.89376,973,54
217,14,Fort Tejon State Park,FT,34.87443,-118.89521,977,103
57,8,Caswell Memorial SP,CAS,37.69846,-121.18408,22,82
62,12,Caswell Memorial SP,CAS,37.70419,-121.18105,10,75
549,3,Round Valley,ROV,39.75858,-123.24104,430,61
546,6,Round Valley,ROV,39.74833,-123.24822,439,82
564,11,SANTA MARGARITA,SMAR,35.34739,-120.53631,347,96
563,10,SANTA MARGARITA,SMAR,35.35170,-120.53426,357,96
240,11,HASTINGS RESERVE,HAS,36.38751,-121.54993,537,103
242,4,HASTINGS RESERVE,HAS,36.38109,-121.55293,629,96
8,6,Alhambra,ALH,37.96435,-122.19691,127,61
5,8,Alhambra,ALH,37.96534,-122.17293,146,69
112,14,Coalinga Road,COA,36.39072,-120.93557,555,82
110,9,Coalinga Road,COA,36.39860,-120.94652,539,82
453,1,Oak Grove,OKG,38.05627,-121.36478,-6,75
455,9,Oak Grove,OKG,38.05660,-121.36429,-6,75
557,6,Santa Clarita,SCL,34.39902,-118.57184,399,late germ
560,4,Santa Clarita,SCL,34.40161,-118.57239,392,82
448,1,Novato,NOV,38.10773,-122.57983,9,69
449,6,Novato,NOV,38.11274,-122.56886,6,96
176,7,CRESTON ,CRE,35.53135,-120.51982,333,69
490,9,PEACH TREE ROAD,PT,36.14749,-120.75760,439,89
486,3,PEACH TREE ROAD,PT,36.14350,-120.75339,440,69
475,7,Patterson,PAT,37.49586,-121.06629,26,82
21,5,Bakersfield Natl Cemetary,BNC,35.25539,-118.66801,598,103
392,15,Middletown,MDT,38.75967,-122.60382,326,103
395,11,Middletown,MDT,38.76061,-122.60471,332,75
297,7,Island,ISL,36.34766,-119.82517,63,89
294,2,Island,ISL,36.34366,-119.82310,78,69
528,5,Red Bluff,RED,40.19379,-122.18501,91,89
527,3,Red Bluff,RED,40.08522,-122.17328,84,82
430,8,Mt. Hamilton Mid,HAMm,37.32642,-121.66903,688,89
29,5,Bellota,BEL,38.05210,-121.01408,57,82
33,6,Bellota,BEL,38.05077,-121.01207,44,61
230,3,Gravelly Valley,GRV,39.42741,-123.01550,814,89
232,2,Gravelly Valley,GRV,39.44853,-122.96512,557,82
229,7,George J Hatfield SRA,HAT,37.35149,-120.95962,17,69
226,3,George J Hatfield SRA,HAT,37.35279,-120.96049,20,82
575,1,SEDGWICK RESERVE,SW,34.70074,-120.03898,352,103
569,5,SEDGWICK RESERVE,SW,34.70106,-120.04023,347,96
159,13,COTTONWOOD CANYON ROAD,COT,34.99191,-119.88871,629,124
164,4,COTTONWOOD CANYON ROAD,COT,34.99022,-119.88841,624,82
321,6,Laytonville,LAY,39.67215,-123.48067,500,117
323,6,Laytonville,LAY,39.65154,-123.48087,512,89
514,2,Platina,PLA,40.31926,-122.78510,459,61
510,8,Platina,PLA,40.29992,-122.69159,278,89
24,2,Bear River,BER,39.00045,-121.10773,412,69
257,10,Henry Coe area,COE,37.08028,-121.46790,266,75
261,11,Henry Coe area,COE,37.09570,-121.46964,283,117
413,2,Morgan Hill,MOH,37.13591,-121.70014,172,49
409,13,Morgan Hill,MOH,37.16528,-121.71496,90,82
41,13,Blue Oak Ranch (a.k.a. BORR),BLU,37.35048,-121.73142,521,96
35,14,Blue Oak Ranch (a.k.a BORR),BLU,37.35788,-121.72672,467,82
426,6,Mt. Hamilton High,HAMh,37.33835,-121.65305,1041,82
149,13,Cottonwood,CTW,40.36757,-122.28863,134,96
154,3,Cottonwood,CTW,40.36020,-122.30672,134,75
610,13,Tehachapi,TAC,35.11596,-118.48901,1279,96
608,7,Tehachapi,TAC (Teh?),35.11713,-118.48862,1268,89
314,6,Kaweah,KAW,36.33781,-119.16975,121,82
310,4,Kaweah,KAW,36.33648,-119.17050,117,61
276,9,HOLLISTER HILLS,HH,36.77506,-121.40727,221,82
273,5,HOLLISTER HILLS,HH,36.77872,-121.40139,194,69
417,3,Mountain Ranch (a.k.a. 101),MTR,38.27539,-120.50611,734,82
418,10,Mountain Ranch (a.k.a. 101),MTR,38.27504,-120.50581,730,89
125,13,"Cordon Ridge, 1500 m",CR15,35.00145,-118.65184,1513,89
650,11,Willits,WLT,39.41081,-123.34682,418,96
369,13,Merced River,MER,37.52510,-120.32139,111,82
372,2,Merced River,MER,37.51672,-120.36083,91,82
347,6,Malibu Creek State Park,MC,34.09797,-118.71558,167,75
351,7,Malibu Creek State Park,MC,34.09798,-118.71614,157,75
78,11,Chews Ridge,CHW,36.34520,-121.58087,1045,89
82,4,Chews Ridge,CHW,36.34082,-121.58023,1096,61
251,4,Healdsburg,HEA,38.61270,-122.82998,50,54
249,6,Healdsburg,HEA,38.61418,-122.82966,37,61
263,1,Hidden Valley (Thousand Oaks),HV,34.14318,-118.90047,307,82
262,1,Hidden Valley (Thousand Oaks),HV,34.14307,-118.89994,305,75
585,16,Springville,SPR,36.09927,-118.86832,217,117
588,3,Springville,SPR,36.04868,-118.85880,222,54
469,3,Oneals=Oakhurst,OAK,37.26360,-119.69044,674,75
604,6,Sunol,SUN,37.59870,-121.87510,82,61
607,10,Sunol,SUN,37.60332,-121.87334,81,75
167,10,Cottonwood Drainage,CD16,34.97533,-118.59338,1643,110
338,9,Madera Transect,MAD,36.97367,-119.36785,581,82
215,5,Fort Tejon State Park,FT,34.87472,-118.89387,972,61
216,3,Fort Tejon State Park,FT,34.87452,-118.89458,972,82
61,9,Caswell Memorial SP,CAS,37.69425,-121.18423,11,69
56,3,Caswell Memorial SP,CAS,37.70553,-121.17966,28,75
545,9,Round Valley,ROV,39.74843,-123.24821,437,75
551,9,Round Valley,ROV,39.75859,-123.23914,427,61
565,10,SANTA MARGARITA,SMAR,35.33182,-120.52405,365,96
562,6,SANTA MARGARITA,SMAR,35.35228,-120.53825,344,96
244,8,HASTINGS RESERVE,HAS,36.38447,-121.55448,515,96
238,14,HASTINGS RESERVE,HAS,36.38783,-121.54967,542,117
7,7,Alhambra,ALH,37.96547,-122.19386,142,82
2,13,Alhambra,ALH,37.96964,-122.17619,199,75
111,5,Coalinga Road,COA,36.39068,-120.93528,555,61
107,4,Coalinga Road,COA,36.40329,-120.94998,537,82
454,4,Oak Grove,OKG,38.05660,-121.36440,-7,82
457,7,Oak Grove,OKG,38.05709,-121.36305,-3,61
553,2,Santa Clarita,SCL,34.40093,-118.57196,384,69
558,1,Santa Clarita,SCL,34.39832,-118.57067,424,69
174,6,CRESTON ,CRE,35.53494,-120.52401,335,54
175,7,CRESTON ,CRE,35.53367,-120.52298,332,61
172,12,CRESTON ,CRE,35.53375,-120.55709,342,117
489,15,PEACH TREE ROAD,PT,36.13396,-120.74679,450,117
491,11,PEACH TREE ROAD,PT,36.15414,-120.76552,440,89
19,2,Bakersfield Natl Cemetary,BNC,35.25665,-118.66799,592,82
20,13,Bakersfield Natl Cemetary,BNC,35.25663,-118.66744,592,96
398,1,Middletown,MDT,38.75858,-122.60500,335,49
394,8,Middletown,MDT,38.76043,-122.60432,332,138
298,5,Island,ISL,36.34413,-119.82632,62,69
468,3,Oneals,ONE,37.15827,-119.74027,357,75
465,10,Oneals,ONE,37.14885,-119.73211,368,82
466,11,Oneals,ONE,37.14927,-119.73222,369,152
429,1,Mt. Hamilton Mid,HAMm,37.32409,-121.66875,649,82
31,10,Bellota,BEL,38.05981,-121.01448,50,75
34,10,Bellota,BEL,38.05138,-121.01119,45,89
234,13,Gravelly Valley,GRV,39.44887,-122.96455,557,96
231,8,Gravelly Valley,GRV,39.43016,-122.97538,550,117
228,8,George J Hatfield SRA,HAT,37.35302,-120.96004,22,61
227,1,George J Hatfield SRA,HAT,37.35240,-120.96085,20,49
570,3,SEDGWICK RESERVE,SW,34.70022,-120.04050,348,61
572,8,SEDGWICK RESERVE,SW,34.68892,-120.03605,331,103
163,11,COTTONWOOD CANYON ROAD,COT,34.99132,-119.88766,613,117
157,10,COTTONWOOD CANYON ROAD,COT,34.99284,-119.88912,626,117
324,9,Laytonville,LAY,39.65133,-123.48377,509,75
320,8,Laytonville,LAY,39.74600,-123.52422,457,110
43,5,Cache Creek Nature Preserve,CCNP,38.69094,-121.87336,30,89
44,1,Cache Creek Nature Preserve,CCNP,38.69089,-121.87255,30,69
25,5,Bear River,BER,39.03464,-121.09885,444,82
255,1,Henry Coe area,COE,37.07865,-121.46698,263,49
259,6,Henry Coe area,COE,37.08070,-121.46821,264,89
410,11,Morgan Hill,MOH,37.16491,-121.71479,95,89
411,9,Morgan Hill,MOH,37.14801,-121.69319,109,82
39,5,Blue Oak Ranch (a.k.a. BORR),BLU,37.35664,-121.72643,493,82
37,5,Blue Oak Ranch (a.k.a. BORR),BLU,37.35404,-121.72572,508,82
156,7,Cottonwood,CTW,40.36029,-122.31100,131,89
152,1,Cottonwood,CTW,40.36642,-122.29591,132,54
407,6,Monticello Dam,MOD,38.51446,-122.07750,55,82
401,12,Monticello Dam,MOD,38.51530,-122.08376,60,124
635,10,White River,WHR,35.83764,-118.96732,188,69
632,1,White River,WHR,35.83719,-118.96464,189,82
117,4,"Cordon Ridge, 1200 m",CR12,35.00558,-118.66608,1236,96
583,2,Sonora,SON,38.00973,-120.39066,632,61
581,14,Sonora,SON,37.97928,-120.38844,529,69
381,3,Meridian,MRD,39.18731,-121.90849,14,69
379,6,Meridian,MRD,39.18721,-121.90054,9,89
651,4,Willits,WLT,39.41143,-123.34687,416,82
654,6,Willits,WLT,39.38618,-123.34067,431,82
515,9,Princeton,PRI,39.37680,-122.01999,34,82
533,12,Redding,RDD,40.61291,-122.34833,178,96
530,10,Redding,RDD,40.57021,-122.37802,146,82
49,9,Carrissa Highway & E. Pozo Rd,PO,35.38577,-120.17289,481,82
48,9,Carrissa Highway & E. Pozo Rd,PO,35.38577,-120.16900,473,82
305,7,Jasper Ridge,JAS,37.40496,-122.24105,124,89
308,15,Jasper Ridge,JAS,37.40400,-122.23984,115,96
364,9,McLaughlin,MCL,38.86956,-122.42264,638,75
363,13,McLaughlin,MCL,38.86992,-122.42120,637,103
103,12,Cloverdale,CVD,38.85966,-123.03751,125,61
104,2,Cloverdale,CVD,38.85439,-123.03187,131,49
644,3,"White Rock, PARADISE RD",WR,34.54135,-119.80833,284,49
639,16,"White Rock, PARADISE RD",WR,24.54112,-119.80884,288,138
662,3,Woodson Bridge SRA/Tehama CP,WOO,39.91042,-122.08910,61,61
660,3,Woodson Bridge SRA/Tehama CP,WOO,39.91110,-122.09122,55,82
385,1,Middle Creek CG,MCK,39.25349,-122.95084,441,75
387,10,Middle Creek CG,MCK,39.25372,-122.95055,444,89
337,14,Madera Transect,MAD,36.97218,-119.36828,588,103
340,8,Madera Transect,MAD,36.96933,-119.24700,597,82
621,9,Tin Barn Rd,TIN,38.62032,-123.25425,328,89
618,5,Tin Barn Rd,TIN,38.61869,-123.26101,284,61
93,5,Clearlake Oaks,CLO,39.02124,-122.71125,399,82
186,7,Dry Creek,DRY,37.64569,-120.84776,35,69
327,11,"LYNCH CANYON ROAD, LAKE NACIMIENTO",LYN,35.78473,-120.96921,341,late germ
333,2,"LYNCH CANYON ROAD, LAKE NACIMIENTO",LYN,35.78870,-120.95062,319,49
135,6,"Cordon Ridge, 600 m",CR6,35.00688,-118.70762,590,82
131,2,"Cordon Ridge, 1750 m",CR17,34.98715,-118.62000,1747,75
127,10,"Cordon Ridge, 1750 m",CR17,34.98790,-118.61992,1766,138
352,1,Mariposa,MAR,37.46042,-119.87328,679,75
353,10,Mariposa,MAR,37.46111,-119.87971,672,117
358,1,Mariposa,MAR,37.45967,-119.90174,709,82
505,5,PINNACLES NM,PIN,36.49248,-121.14843,322,69
501,4,PINNACLES NM,PIN,36.49400,-121.14572,325,75
648,2,Williams,WIL,39.00279,-122.35436,325,69
649,1,Williams,WIL,38.99365,-122.35313,319,82
440,7,Nicolaus,NIC,38.88647,-121.59447,9,82
205,3,Folsom,FOL,38.63287,-121.21438,62,75
200,8,Folsom,FOL,38.63413,-121.23634,35,124
10,12,Angels Camp (a.k.a 102),ANG,38.05320,-120.62196,452,late germ
12,6,Angels Camp (a.k.a 102),ANG,38.05101,-120.62324,448,89
438,1,Napa,NAP,38.33403,-122.26485,26,54
539,12,Restoration Oaks Ranch,RO,34.55315,-120.18324,207,117
543,6,Restoration Oaks Ranch,RO,34.55312,-120.19014,208,82
629,9,Ukiah,UKI,39.09771,-123.20856,183,82
627,2,Ukiah,UKI,39.09243,-123.21973,196,61
594,3,Sugarloaf Ridge area,SUG,38.42370,-122.55438,156,54
596,8,Sugarloaf Ridge area,SUG,38.42327,-122.55633,155,82
139,8,"Cordon Ridge, 900 m",CR9,35.00505,-118.69239,917,96
143,15,"Cordon Ridge, 900 m",CR9,35.00490,-118.69094,955,89
193,9,Dunlap,DUN,36.74261,-119.14357,563,103
196,11,Dunlap,DUN,36.74155,-119.13927,556,75
499,9,Penn Valley,PEN,39.20129,-121.18902,420,82
497,9,Penn Valley,PEN,39.20263,-121.18562,423,124
482,13,Paynes Creek,PAY,40.31253,-121.99419,317,82
477,14,Paynes Creek,PAY,40.30678,-122.08433,184,103
66,2,Centerville,CEN,36.74719,-119.47302,125,91
63,1,Centerville,CEN,36.72520,-119.45910,122,49
179,5,Diamond Springs,DIA,38.71380,-120.81155,542,82
185,1,Diamond Springs,DIA,38.70877,-120.81239,503,49
210,3,FORT HUNTER LIGGETT,FHL,35.98042,-121.23280,300,82
211,15,FORT HUNTER LIGGETT,FHL,35.97619,-121.23695,313,75
72,3,Chesebro,CHE,34.15928,-118.72597,320,75
74,9,Chesebro,CHE,34.16026,-118.72589,325,89
138,5,"Cordon Ridge, 900 m",CR9,35.00508,-118.69288,906,96
103,3,Cloverdale,CVD,38.85966,-123.03751,125,49
99,13,Cloverdale,CVD,38.82327,-123.01875,118,103
290,4,Ione,ION,38.32166,-120.97872,67,82
413,9,Morgan Hill,MOH,37.13591,-121.70014,172,69
410,13,Morgan Hill,MOH,37.16491,-121.71479,95,89
592,3,Springville,SPR,36.04523,-118.85690,239,49
588,7,Springville,SPR,36.04868,-118.85880,222,69
420,7,Mountain Ranch (a.k.a. 101),MTR,38.27146,-120.50459,710,82
423,3,Mountain Ranch (a.k.a. 101),MTR,38.26685,-120.49714,694,82
463,9,Ojai,OJAI,34.45443,-119.23152,245,82
403,4,Monticello Dam,MOD,38.51480,-122.07794,57,54
405,6,Monticello Dam,MOD,38.51455,-122.07815,55,96
636,5,White River,WHR,35.83649,-118.96342,190,75
634,15,White River,WHR,35.83794,-118.96766,187,82
113,3,"Cordon Ridge, 1200 m",CR12,35.00529,-118.66748,1219,82
578,6,Sonora,SON,37.95644,-120.42265,437,103
584,1,Sonora,SON,38.01128,-120.40405,638,61
376,1,Meridian,MRD,39.18699,-121.89870,1,49
383,9,Meridian,MRD,39.18719,-121.92999,11,82
655,7,Willits,WLT,39.38292,-123.34292,431,82
521,7,Princeton,PRI,39.46268,-121.99226,32,75
516,5,Princeton,PRI,39.45519,-122.01717,41,69
529,6,Redding,RDD,40.57071,-122.37843,146,82
535,4,Redding,RDD,40.61095,-122.34620,176,82
50,10,Carrissa Highway & E. Pozo Rd,PO,35.38546,-120.17471,481,89
54,12,Carrissa Highway & E. Pozo Rd,PO,35.38610,-120.16743,469,69
302,6,Jasper Ridge,JAS,37.40564,-122.23970,115,96
307,3,Jasper Ridge,JAS,37.40614,-122.24220,130,75
365,8,McLaughlin,MCL,38.86998,-122.42288,638,82
366,7,McLaughlin,MCL,38.87017,-122.42335,639,82
98,9,Cloverdale,CVD,38.82267,-123.01930,118,82
99,4,Cloverdale,CVD,38.82327,-123.01875,118,82
642,3,"White Rock, PARADISE RD",WR,34.54167,-119.80753,289,75
641,7,"White Rock, PARADISE RD",WR,34.54082,-119.80787,286,61
661,12,Woodson Bridge SRA/Tehama CP,WOO,39.91081,-122.08992,57,138
659,2,Woodson Bridge SRA/Tehama CP,WOO,39.91079,-122.09097,55,69
390,14,Middle Creek CG,MCK,39.24419,-122.94749,440,89
391,6,Middle Creek CG,MCK,39.24288,-122.94722,440,82
342,4,Madera Transect,MAD,36.96870,-119.24771,607,103
335,2,Madera Transect,MAD,36.97174,-119.36790,582,69
619,6,Tin Barn Rd,TIN,38.61872,-123.26083,285,75
616,4,Tin Barn Rd,TIN,38.61683,-123.26316,289,82
94,8,Clearlake Oaks,CLO,39.02147,-122.71146,399,82
187,1,Dry Creek,DRY,37.64508,-120.84779,37,75
332,10,"LYNCH CANYON ROAD, LAKE NACIMIENTO",LYN,35.78751,-120.94111,288,96
329,8,"LYNCH CANYON ROAD, LAKE NACIMIENTO",LYN,35.78784,-120.93893,279,96
133,10,"Cordon Ridge, 600 m",CR6,35.00726,-118.70570,627,117
130,12,"Cordon Ridge, 1750 m",CR17,34.98730,-118.61983,1746,110
128,6,"Cordon Ridge, 1750 m",CR17,34.98752,-118.61896,1747,103
357,6,Mariposa,MAR,37.46667,-119.95108,557,69
359,16,Mariposa,MAR,37.45873,-119.89994,693,103
318,1,Kingsburg,KIN,36.49160,-119.53883,90,49
506,4,PINNACLES NM,PIN,36.49274,-121.14737,322,61
507,7,PINNACLES NM,PIN,36.49009,-121.15030,311,82
647,6,Williams,WIL,39.00313,-122.35464,317,110
645,8,Williams,WIL,39.00442,-122.35487,320,69
444,6,Nicolaus,NIC,38.88139,-121.60609,11,69
204,1,Folsom,FOL,38.63335,-121.21446,45,49
202,3,Folsom,FOL,38.63316,-121.21493,50,61
13,8,Angels Camp (a.k.a 102),ANG,38.05104,-120.62301,448,110
15,12,Angels Camp (a.k.a 102),ANG,38.08537,-120.56381,477,131
437,12,Napa,NAP,38.33479,-122.26407,25,82
541,4,Restoration Oaks Ranch,RO,34.55341,-120.18465,207,103
537,9,Restoration Oaks Ranch,RO,34.55227,-120.19056,186,145
624,10,Ukiah,UKI,39.10065,-123.20727,184,96
630,1,Ukiah,UKI,39.09836,-123.20782,181,49
599,1,Sugarloaf Ridge area,SUG,38.41887,-122.55143,145,89
597,8,Sugarloaf Ridge area,SUG,38.42008,-122.55209,149,61
141,13,"Cordon Ridge, 900 m",CR9,35.00425,-118.69169,930,82
138,11,"Cordon Ridge, 900 m",CR9,35.00508,-118.69288,906,131
195,2,Dunlap,DUN,36.74229,-119.14274,558,61
192,11,Dunlap,DUN,36.74523,-119.15390,548,61
492,8,Penn Valley,PEN,39.20405,-121.17821,428,82
494,1,Penn Valley,PEN,39.20340,-121.19019,422,61
480,12,Paynes Creek,PAY,40.31465,-122.06873,190,96
479,4,Paynes Creek,PAY,40.31443,-122.06976,192,75
64,9,Centerville,CEN,36.74602,-119.47566,129,82
69,10,Centerville,CEN,36.75334,-119.46474,129,69
182,1,Diamond Springs,DIA,38.71003,-120.81216,508,69
178,14,Diamond Springs,DIA,38.71397,-120.81155,543,82
208,15,FORT HUNTER LIGGETT,FHL,35.97922,-121.23337,298,103
213,5,FORT HUNTER LIGGETT,FHL,35.97662,-121.23687,315,75
76,11,Chesebro,CHE,34.16449,-118.72383,328,124
73,5,Chesebro,CHE,34.16084,-118.72587,328,49
143,10,"Cordon Ridge, 900 m",CR9,35.00490,-118.69094,955,75
104,7,Cloverdale,CVD,38.85439,-123.03187,131,49
100,9,Cloverdale,CVD,38.85813,-123.03735,129,61
293,8,Ione,ION,38.31967,-120.97877,64,131
412,3,Morgan Hill,MOH,37.14795,-121.69316,109,82
411,13,Morgan Hill,MOH,37.14801,-121.69319,109,103
590,4,Springville,SPR,36.09187,-118.81484,267,75
586,11,Springville,SPR,36.08004,-118.89775,225,117
417,7,Mountain Ranch (a.k.a. 101),MTR,38.27539,-120.50611,734,89
422,12,Mountain Ranch (a.k.a. 101),MTR,38.26659,-120.50238,676,103
464,7,Ojai,OJAI,34.44401,-119.22274,241,75
400,1,Monticello Dam,MOD,38.50832,-122.04363,53,117
404,7,Monticello Dam,MOD,38.51478,-122.07824,57,69
633,5,White River,WHR,35.83822,-118.96577,190,82
631,2,White River,WHR,35.83670,-118.96389,191,69
114,5,"Cordon Ridge, 1200 m",CR12,35.00578,-118.66718,1226,82
580,8,Sonora,SON,37.97516,-120.39289,525,54
577,15,Sonora,SON,37.95635,-120.42282,438,110
378,12,Meridian,MRD,39.18717,-121.89950,9,145
382,2,Meridian,MRD,39.18715,-121.92740,12,69
653,6,Willits,WLT,39.38390,-123.34167,432,96
518,6,Princeton,PRI,39.45728,-122.02053,32,69
519,4,Princeton,PRI,39.46061,-122.01819,31,96
536,2,Redding,RDD,40.61141,-122.34624,175,82
534,1,Redding,RDD,40.61261,-122.34828,179,69
53,2,Carrissa Highway & E. Pozo Rd,PO,35.38076,-120.18690,491,69
51,15,Carrissa Highway & E. Pozo Rd,PO,35.38519,-120.17553,480,103
303,2,Jasper Ridge,JAS,37.40427,-122.24041,117,82
304,9,Jasper Ridge,JAS,37.40382,-122.24118,125,89
361,15,McLaughlin,MCL,38.87354,-122.42544,641,96
367,7,McLaughlin,MCL,38.87033,-122.42417,639,96
100,6,Cloverdale,CVD,38.85813,-123.03735,129,61
102,5,Cloverdale,CVD,38.85947,-123.03747,125,75
638,1,"White Rock, PARADISE RD",WR,34.54162,-119.80836,285,49
637,10,"White Rock, PARADISE RD",WR,34.54235,-119.80856,281,89
657,3,Woodson Bridge SRA/Tehama CP,WOO,39.90974,-122.08971,56,69
658,6,Woodson Bridge SRA/Tehama CP,WOO,39.91040,-122.09136,54,96
389,8,Middle Creek CG,MCK,39.24500,-122.94808,441,69
386,14,Middle Creek CG,MCK,39.25364,-122.95068,444,110
336,7,Madera Transect,MAD,36.97169,-119.36787,586,82
339,3,Madera Transect,MAD,36.97432,-119.36779,581,82
617,4,Tin Barn Rd,TIN,38.61783,-123.26137,279,69
620,7,Tin Barn Rd,TIN,38.61844,-123.26057,289,69
96,1,Clearlake Oaks,CLO,39.02203,-122.71373,403,89
188,7,Dry Creek,DRY,37.64557,-120.84800,35,117
328,6,"LYNCH CANYON ROAD, LAKE NACIMIENTO",LYN,35.78753,-120.93898,283,82
334,2,"LYNCH CANYON ROAD, LAKE NACIMIENTO",LYN,35.78807,-120.95192,320,49
134,10,"Cordon Ridge, 600 m",CR6,35.00643,-118.70708,588,82
129,6,"Cordon Ridge, 1750 m",CR17,34.98736,-118.61890,1743,75
277,10,HUASNA VALLEY NEAR ARROYO GRANDE,HUA,35.12399,-120.39111,249,96
281,14,HUASNA VALLEY NEAR ARROYO GRANDE,HUA,35.11467,-120.39512,224,103
355,6,Mariposa,MAR,37.45851,-119.90107,703,82
317,12,Kingsburg,KIN,36.48506,-119.54247,90,61
503,10,PINNACLES NM,PIN,36.49208,-121.14788,321,82
502,9,PINNACLES NM,PIN,36.49292,-121.14680,323,96
646,6,Williams,WIL,39.00362,-122.35478,320,69
446,5,Nicolaus,NIC,38.88123,-121.60262,12,82
439,4,Nicolaus,NIC,38.88670,-121.59470,11,82
201,9,Folsom,FOL,38.63376,-121.21562,48,82
203,6,Folsom,FOL,38.63329,-121.21475,35,54
9,2,Angels Camp (a.k.a 102),ANG,38.05775,-120.62022,454,75
14,9,Angels Camp (a.k.a 102),ANG,38.06791,-120.59639,396,131
433,1,Napa,NAP,38.24059,-122.27192,22,75
542,9,Restoration Oaks Ranch,RO,34.55357,-120.18461,207,75
540,7,Restoration Oaks Ranch,RO,34.55826,-120.17836,232,96
625,10,Ukiah,UKI,39.07930,-123.21585,213,82
623,6,Ukiah,UKI,39.10214,-123.20450,174,61
595,6,Sugarloaf Ridge area,SUG,38.42324,-122.55631,156,82
598,7,Sugarloaf Ridge area,SUG,38.41886,-122.55145,146,82
137,10,"Cordon Ridge, 900 m",CR9,35.00495,-118.69306,905,96
140,11,"Cordon Ridge, 900 m",CR9,35.00481,-118.69210,930,82
191,11,Dunlap,DUN,36.74553,-119.15846,530,82
194,16,Dunlap,DUN,36.74241,-119.14307,560,89
498,5,Penn Valley,PEN,39.20205,-121.18857,421,89
493,6,Penn Valley,PEN,39.20380,-121.17965,427,82
478,2,Paynes Creek,PAY,40.31395,-122.07048,193,96
481,9,Paynes Creek,PAY,40.31295,-121.99838,316,89
67,3,Centerville,CEN,36.74763,-119.47269,125,69
65,2,Centerville,CEN,36.74577,-119.47493,127,82
183,2,Diamond Springs,DIA,38.70850,-120.81227,500,54
184,3,Diamond Springs,DIA,38.70866,-120.81216,499,69
209,8,FORT HUNTER LIGGETT,FHL,35.98026,-121.23441,301,61
212,13,FORT HUNTER LIGGETT,FHL,35.97635,-121.23721,315,82
71,9,Chesebro,CHE,34.15641,-118.73070,294,117
75,14,Chesebro,CHE,34.16356,-118.72408,327,131
141,4,"Cordon Ridge, 900 m",CR9,35.00425,-118.69169,930,124
102,6,Cloverdale,CVD,38.85947,-123.03747,125,75
101,3,Cloverdale,CVD,38.85847,-123.03728,128,61
291,2,Ione,ION,38.32155,-120.97872,66,75
409,14,Morgan Hill,MOH,37.16528,-121.71496,90,117
408,5,Morgan Hill,MOH,37.16542,-121.71516,85,69
589,3,Springville,SPR,36.04934,-118.85868,226,75
587,4,Springville,SPR,36.09481,-118.83675,235,69
